ProductName,Brand,MPN,Attribute_1,Attribute_2,Attribute_3,Attribute_4,Attribute_5,Attribute_6,Attribute_7,Attribute_8,Attribute_9,Attribute_10,Attribute_11,Attribute_12,Attribute_13,Attribute_14,Attribute_15,Attribute_16,Attribute_17,Attribute_18,Attribute_19,Attribute_20,Attribute_21,Attribute_22,Attribute_23,Attribute_24,Attribute_25,Attribute_26,Attribute_27
I1U7PFX1J0,847VDJ,53RVRPUI,17.773371122242356,55.883574661546724,18.190148371591196,8.74960903775694,71.5380203804774,3.2112193611208153,13.177035352795816,7.704826628888627,32.34437394305786,56.059749408034165,3.492338417887243,77.01300545617211,5.839736020640713,71.92082327438926,19.911923910451907,63.89251222102757,20.387419267555114,12.548931238325135,43.57401303370042,21.342920595573148,18.19732716048452,66.42090338776713,42.88093636947937,71.01196457683247,55.46924344047722,44.497851773859786,65.62396251078232
H1M0N6DI3A,2WYU4P,EDHSOHH9,15.64909612650507,18.75708714078033,71.95068403867884,37.248700576062745,70.9248200959931,95.9979975533941,76.51836006618558,37.19559051013117,28.238868440432498,91.23433401378307,62.06546049775087,6.2540209226186105,43.82698325854405,69.21869222043404,92.9540717603341,87.2126838234239,65.72111821433933,93.99951072308049,49.24545137166668,77.91311141143274,20.58067605547096,16.81027229905383,56.774090661514286,45.421059529058184,46.34631130429592,2.964811554680728,86.20722978320572
L4BDOYHFIS,NX0YFJ,IWJLOYTM,85.17098654191194,63.54929027578409,99.10703984855033,19.901089073207732,78.73151496466863,54.65221982939458,88.07092183903352,32.51891961517711,19.63305473269448,83.64209851959073,2.484328608944658,22.21939432163458,67.77941798348968,83.44800112051874,33.13020469048104,90.2274689122596,21.213794366288724,46.125659661691806,30.56861780289818,19.87990444388612,1.1072032952963395,4.717525010602127,56.24352618255964,95.3786622053168,77.29122463474565,77.03952156955985,60.118757809183975
A9YU57R5WL,B78BAW,3TK79HR1,54.29281468665115,76.2617948283011,28.570369655567745,77.9713842706199,17.210111402910165,86.73448838135376,65.62165476758817,91.61984181411404,7.7959348814812035,32.16839225362196,31.907539056129856,52.22214629756663,48.78902503668441,83.79767425195337,84.46291942207323,83.80967644190534,27.532886848263384,70.82075955827668,97.56329283507604,12.308888617480406,1.0078568905797323,94.42898985587483,21.79622439635647,57.61416274094652,62.19479182128209,17.750537917921598,85.94290670885515
ZNWPBQEY8P,NZOKLP,TETVN2VO,25.707564636373487,89.98033856015961,88.87309604371549,32.60361387208667,33.00082294107957,56.997201730915265,15.339228427880155,74.8686854299564,71.53482506960812,84.44981865255657,73.81253189288233,37.43692891210752,59.408831090505664,40.47572352560985,27.720916899524873,51.62455093128113,46.121622125981915,44.78470860570799,65.72995423867924,74.83347302032539,37.40208653862617,42.3117542860139,39.51004301677172,34.335379839319806,55.45835107405422,45.925949568743825,23.568678430790307
5LC1JL4GBV,QT31QR,IR2BSNE8,55.41443052448482,16.650420152357334,39.57013682061149,64.29747322775589,35.96353292957599,54.5249749106527,40.48587212265354,24.695403278410872,61.77746482659434,95.00605989897312,86.71557878301498,93.0614969356927,59.568462012898564,88.91741210978148,79.8730293223197,97.05534045489699,88.55839124988863,5.978414447670109,66.48272686725302,48.97825435999025,44.92760676570485,6.645168416062765,88.41765925375823,59.126291993958326,3.736875494113338,4.759665901747247,65.22280418774626
ARYPZL67FZ,T9PCLF,2DR07U2W,46.7863274318186,67.09265546696366,93.36812494290612,29.20137445888871,6.59465062952228,23.681891498912513,6.776822775930684,51.98511373217336,71.12340188069345,81.20501987564064,99.57443720343761,87.63820203959212,18.61989953431396,50.524992164098784,77.30505460849413,94.89755363867908,15.651169641314041,26.540360491066973,92.58985952150414,62.34980272150624,78.71334549961168,3.4765056970304236,5.976100125128816,67.19800310514087,31.22855786901059,18.320060234384847,72.65849108212223
7YLVHYVI1X,9BG1RM,9XJI3NXM,31.38710452462047,4.78681746368407,50.413235545685666,77.76757757568515,12.034246490707297,53.8429195149788,76.70862471460609,93.81441830449924,25.10823458200572,40.959434361932644,72.434152486881,5.301081027818798,60.74644214845396,48.96735602700676,41.93388585124296,48.00284067355158,81.25872780224388,41.06666429178702,90.38282127527266,46.667285865596575,98.01066839734554,33.7781080408652,44.55164882793958,50.022303977543146,75.23347181099571,59.28214964238698,3.485079487308603
XNQTVIPO6W,9PQ8JU,YXM7A6JZ,74.19186079253576,39.016620311728005,23.173874891688047,2.5380394710324183,99.32554441147047,28.065100440400904,97.21856748801649,79.03152420349598,77.78302439191818,15.396487048850586,38.529123607898725,8.992825445335473,32.10664748773537,42.19819270804875,92.7131897556606,61.143237941695695,85.23104911456022,87.80607162166923,41.58402119257947,35.56975204363344,89.43554918264479,57.71295661047972,60.692239603697224,94.03267700203934,68.99419365265271,21.86145159001175,85.71518790402119
L5TWT3HU5E,20TSHQ,IF5RG217,97.04976440421943,61.68324448835353,66.92635418194187,13.056973176412377,96.2388426975386,96.8109143008672,90.7540661160317,30.04421643818664,62.95674611766827,14.527455316492247,7.530457139719405,87.43054961718525,85.17755136211737,69.22979308455145,99.41053208255607,11.12608193579303,74.19291948746549,65.05469442385305,95.69985261142673,97.31449044667652,69.31910942687585,50.96220244935253,23.11572467135972,96.25118564491163,95.51320250915573,82.750718216149,55.091834411607294
